brand_reply_id,brand_reply_text,customer_tweet_id,customer_author_id,customer_text,created_at,is_substantive
2792,"@116371 Wow, that's what we love to hear! We appreciate your loyalty and support. Thank you for choosing Delta. 😊 *HKC",2793,116371,"Dear @Delta, thank you for providing excellent service &amp; employees who truly care about the customer experience.  You stand out in the crowd",Tue Oct 31 22:48:35 +0000 2017,True
2795,@116372 @116373 Hi Jamie! Thanks for the awesome compliment for our PDX staff member. Happy travels. 😊 *HKC,2796,116372,Thanks to the @Delta gate agent at D7 at @116373 for being so kind. This airport is great! Get why it’s voted tops so often.,Tue Oct 31 22:49:19 +0000 2017,True
3191,"@116448 Hi Justin. The equivalent of a personal item is one similar to a purse or backpack. As long as this item fits under the seat in front of you, you should be okay. *TKR",3192,116448,@Delta Would this be classified as a personal item? Your website does not have dimensions for personal items. https://t.co/EToe4qVuHb,Sat Nov 25 23:57:29 +0000 2017,True
3193,"@116449 We would love to have you back with us, Lina.  *HCA",3194,116449,After today I don’t want to fly with @116450 looks like I’m going back to @delta,Sun Nov 26 00:20:27 +0000 2017,False
3195,@116451 Please follow and DM your confirmation number.  *AFC https://t.co/6iDGBJAc2m,3196,116451,@delta extremely disappointed in your service at SFO. Gate agents are terribly and not helpful at all. #goldmember,Sun Nov 26 00:18:10 +0000 2017,False
3214,"@116456 Kevin, I will be assisting you with the upgrade request. Please allow me just a minute to pull all of the information together for an accurate quote. *ACJ",3216,116456,"@Delta for my trip to CDG in Dec, what would it cost in miles to waitlist for Delta 1?  I’m burned out on these long flights.  😕",Sat Nov 25 23:20:49 +0000 2017,True
3225,@116457 We appreciate your constructive feedback and are taking it under serious advisement.  *AFC,3227,116457,@Delta why would pilot land 55 mins early no gate avail? DL 088 on ground LAX we are stuck in seats plz let us use the lav 😳🚽#legscrossed,Sun Nov 26 00:17:19 +0000 2017,False
3234,"@116460 Hello, Maggi. I'll be glad to check for you. Please DM your confirmation number for privacy. *TAC https://t.co/6iDGBJAc2m",3236,116460,@Delta I checked in for my flight that’s  tomorrow and I was moved seats. I was originally on the aisle. I’m hoping you can help?,Sat Nov 25 23:58:15 +0000 2017,False
3237,"@116461 Cooper, I'm sorry about the Wi-Fi! Please, be sure to report the matter to our Wi-Fi partner Gogo at @116462 or 1.877.350.0038. They need to get details from you of any messages or details you got during your attempt. *AFM",3238,116461,@Delta I was disappointed yesterday in flight 2468 when WIFI was offered but it did not work. I couldn’t get work I planned on doing done.,Sat Nov 25 23:54:21 +0000 2017,True
3241,"@116463 We're sorry to hear you're disappointed. If we can be of any assistance, please don't hesitate to tweet us about it. We're here for you. *TAC",3242,116463,Oh @Delta you were very unhelpful :/ .: never had this problem in all my traveling.,Sat Nov 25 22:33:04 +0000 2017,True
3243,"@116464 Hey there. To qualify for a full refund you would have to cancel your reservation within 24 hours of the purchase being made. Otherwise, you are subject to fees and or difference in fare. I hope this helps clarify your concerns, today.  *HFG",3246,116464,"@Delta :( Spent money on a ticket, online system says I could get a full refund. I did not. Your costumer service rep wanted me to beg another department for credit and refused to help me. #MoneyStolen #SomuchForChristmas",Sat Nov 25 23:49:02 +0000 2017,True
3250,"@116465 Great picture, thanks for sharing!  *TMB",3251,116465,Changing planes at MSP and treated to a glorious sunset. This is why I travel. @delta @28131 #fly #travel #luxury #msp #sunset #airport #momentofbliss https://t.co/HJKCTuNDJT,Sat Nov 25 23:04:50 +0000 2017,False
3258,"@116468 Hi Kyle, thanks for recognizing our employees. We're proud of our crew too. Every day our team is working to make flying with us better! *TMB",3259,116468,"The flight attendant and pilot on @Delta flight 4985 were nothing short of amazing. Super kind, helpful, and funny. Wish they were my crew every time I fly!",Sat Nov 25 23:33:32 +0000 2017,True
3260,@116469 Hi Kelli. I truly regret the frustration we've caused you. Please contact our Baggage Service Center at 800-325-8224 and are open from 7:00 AM - 1:00 AM.  *TKR,3263,116469,"Hey @Delta how are you going to charge me to move to an earlier flight, not move my luggage to my flight and THEN tell me you can’t deliver my luggage b/c I ‘voluntarily separated’ from it?! I didn’t ‘voluntarily’ leave my bag. 🤷🏼‍♀️",Sat Nov 25 23:18:43 +0000 2017,True
3286,"@116474 Matthew, I am really sorry for the delay. Your patience is appreciated as we hope to get you going soon. *AFM",3287,116474,@Delta how about getting flight 1704 off the ground,Sat Nov 25 23:21:08 +0000 2017,True
3288,@116475 Hey there. How can I help?  *HFG,3289,116475,@DELTA,Sat Nov 25 23:27:55 +0000 2017,False
3292,"@116476 Hello, Holly. I do apologize for the delay. Delays are never fun. They are working hard to get you in the air ASAP. As of now, your flight is estimated to depart at 5:45 pm and estimated to arrive at 8:46 pm. *TAC",3293,116476,@Delta DL1704 deplaned at DTW now were sitting at the gate without any updates. Please let us know what’s next,Sat Nov 25 20:49:42 +0000 2017,True
3299,@116477 May I have your confirmation number? *AFC https://t.co/6iDGBJAc2m,3300,116477,@Delta Hi! Trying to cancel award booking that I booked in less than 24 hours online and it says that I have to pay to cancel. could you help me with cancellation?,Sat Nov 25 22:10:26 +0000 2017,False
3830,"@116645 😎, Have a great week. 😊 *TBT",3831,116645,Our pilot and copilot on @Delta tonight!! Love it!! https://t.co/8KLFF97si9,Tue Oct 31 22:44:21 +0000 2017,False
3832,"@116646 ...anxiety, frustration, and inconvenience that we have caused.   *TJN 2/2",3833,116646,@Delta nice to know that you bend over your paying customers and don't offer any help with important changes. Absolute JOKE,Tue Oct 31 22:44:22 +0000 2017,False
3884,@116648 Is this in our Comments/Complaints section? *HKC,3885,116648,@Delta Your website comment form makes return trip a required field set. That's a problem for asking questions about 1-way flights.,Tue Oct 31 14:33:29 +0000 2017,False
4988,@116882 Thanks for sharing your feedback with us Travis. We will be sure to share your concerns with Leadership. *HKC,4989,116882,"Well, this sure makes for an easy connection.  It seems I always get them at the least necessary times though... #firstworldproblems @Delta https://t.co/mWOUBhSKuE",Tue Oct 31 23:18:11 +0000 2017,True
4990,"@116883 My apologies, Wendy. You may call Reservations at one of the worldwide locations listed here: https://t.co/kqomiX8FCI *AAB",4991,116883,"@Delta Your contact website isn’t working. It kept telling me to enter my street address, even though it was there! How can I contact you?",Tue Oct 31 22:57:50 +0000 2017,True
4992,"@116884 Hi, Lia! Thanks for reaching out. If you can please DM us here, I'd be happy to assist you.  *TJN https://t.co/6iDGBJAc2m",4993,116884,@Delta Is it possible to receive a copy of a boarding pass from an old flight? I need it for business.,Tue Oct 31 23:20:32 +0000 2017,False
6609,@117166 That's not good. Please return to the airport and file a Damaged Bag Report with our Baggage Service Center. I'm sorry for the trouble. *AMC,6611,117166,@Delta Just noticed the zipper was broken off yesterday morning on my return flight&amp;it wasn't like that when I left?😥is there help? #notcool https://t.co/VIm6mmForU,Tue Aug 08 22:42:01 +0000 2017,True
6908,"@117180 Congrats on the upgrade, Davina! Enjoy! ✈💺✈ *ACJ",6909,117180,My flight back to SF just got upgraded 🙌🏾 thanks @Delta! 😊,Sun Oct 08 23:09:37 +0000 2017,False
6924,"@117185 We are continuously striving to provide the best service, thank you for sharing your feedback. We are a tweet away if you need us. *AFC",6925,117185,@Delta you suck! 9 hr flt w/o entertainment or wkg jacks. Staff rude. Free Wifi -not with over 200 people! Time to shred the DSM card!,Sun Oct 08 17:43:32 +0000 2017,True
6999,"@117210 Hi, Conner, there is a wealth of information on our website. Here is a link  https://t.co/O04YmboCgo. Hope this helps. *TLT",7000,117210,@Delta I’m looking to get some information regarding Delta to help me with a presentation on Delta. Is there anyone I can contact?,Tue Oct 31 23:29:15 +0000 2017,True
7001,@117211 ...on the upgrade list. 😃 *TJN 2/2,7004,117211,.@Delta can you look at the standby list for DL1445 for tomorrow? Suppose to be on it but don’t think I’m activated on it.,Tue Oct 31 23:39:48 +0000 2017,False
8659,@117522 Our teams are working to get you safely to LAX asap. My apologies for the delayed flight and the conditions. *HJH,8660,117522,@Delta stuck on the tarmac for one hour in a hot plane flight DL2170 From SLC losing Thousands on a business deal in LA! Unexceptable!,Tue Oct 31 22:27:49 +0000 2017,True
8664,"@117523 Hi, Eric. I understand &amp; my apologies for the delayed flight. Our teams are working to get you safely on your way asap.  *HJH",8667,117523,Missing my entire Halloween with kids because @Delta can't find a flight attendant for my flight home. #bestlaidplans #anotherdisappointment,Tue Oct 31 21:34:28 +0000 2017,True
8668,"@117524 Hi Sammy. Unfortunately, no. Each passenger has their own individual baggage allowance. *AJC",8669,117524,@Delta can 2 people travelling on the same booking pool their luggage allowance?,Tue Oct 31 23:39:48 +0000 2017,False
9341,@117667 Enjoy! *HVI,9342,117667,"@Delta, not the #A350FirstFlyers , but dinner and service on flight 820 tonight is pretty darn good! https://t.co/yWdxK5YHOM",Wed Nov 01 00:03:42 +0000 2017,False
9350,"@117669 That's great, Jamie! I'm happy to hear you will make your flt. :-) *AAB",9352,117669,Thank you @Delta for getting us on the next flight out of LGA with only minutes to spare at the gate. We will make our connection :),Mon Oct 30 23:27:50 +0000 2017,False
9866,@117817 2/2 https://t.co/6iDGBJAc2m,9867,117817,@Delta has the worst customer service I have ever experienced. Spent two hours on the phone due to ignorant operators &amp; nothing was resolved,Tue Oct 31 23:52:00 +0000 2017,False
9869,@117818 I think they both will.  *TBT,9870,117818,@delta. Do you think it will actually leave at 9:55?  The people at the gate are not sure,Wed Nov 01 00:16:34 +0000 2017,False
10578,@117926 We appreciate your flying Delta. Have a Great day! *AMR,10579,117926,Oh @Delta - I’ve missed you so I thought I would fly on the busiest day of the year 😳 #travel https://t.co/sVfMyNB3Ye,Wed Nov 22 12:11:36 +0000 2017,False
10709,@117974 Hello Troy I am here to help. Please provide you ticket number via DM for assistance. *TDL https://t.co/6iDGBJAc2m,10710,117974,@Delta any chance you guys found some beats headphones left on flight DL0929 yesterday?,Wed Nov 01 00:29:18 +0000 2017,False
10711,@117975 ...speak to you on this.  *HRO 2/2,10712,117975,"Hi @Delta, I’m flying from LHR to JFK tomorrow. I’m wondering what the new security checks are for this flight; are you able to advise? Thx",Wed Nov 01 00:03:20 +0000 2017,False
10715,@117976 @117977 😊  *TDL,10716,117976,"Thanks, @Delta , 4 embracing @117977 ! https://t.co/YfyR7UywZ5",Tue Oct 31 18:51:44 +0000 2017,False
11162,"@118115 Thanks, Aaron! You're the real rockstar! 🙌 *TJN",11163,118115,This is one reason why @delta rocks. https://t.co/ylOP6C3Gqe,Wed Nov 01 00:42:45 +0000 2017,False
11701,@1952 Sorry for the trouble! We will pass along the feedback.  *HVI,11702,1952,"Hey @Delta iPads can message, you know? Why isn’t the “free messaging” option on flights offered for them?",Wed Nov 01 00:50:36 +0000 2017,False
11704,@118263 Oh no! My apologies for that delay. What flight number number you speaking of and I will be glad to take a look? *HRO,11706,118263,Nothing like a delay to Boston on @Delta because someone didn’t get the right paperwork done out of maintenance. Hopefully we leave soon!,Wed Nov 01 00:57:47 +0000 2017,True
11708,@118264 So sorry to hear about the delay. Please DM your confirmation # so that we can look into this. *AJC,11709,118264,"yet ANOTHER flight delay, and now I won't be getting home until midnight. I want 7 hours of my life back, @Delta.",Wed Nov 01 00:58:00 +0000 2017,False
12056,@118377 Oh no. Sorry to hear that. Please DM your baggage file reference number so that we can look into this. *AJC,12057,118377,@Delta pay for baggage to go in the hold and no bags arrive because the plane hold is “too small” what a absolute joke!! #delta #airlines,Wed Nov 01 01:24:23 +0000 2017,False
12058,"@118378 Cheers to another wonderful year for you! 🍷Happy Birthday, Christopher! Enjoy the upgrade! 😊🎁🎇💺 *TJN",12059,118378,"A free first class upgrade on my PHX to SLC flight? That's just what I wanted for an early birthday present. Thanks, @Delta! 😊 🛫 #silver",Wed Nov 01 01:26:05 +0000 2017,True
12060,@118379 Thanks for the shout-out!. We appreciate you!   *TLT,12061,118379,"@Delta earns our gratitude and respect. Thank you, Apiola, for representing your company well.",Wed Nov 01 01:23:31 +0000 2017,False
12062,"@118380 Hello, Nicole. Glad we exceeded your expectations today. *AFM",12063,118380,Had to make a pit stop for quick plane fix but they fed us pizza while we waited 🍕🍕Thanks @Delta! #ineedmorewinethough 😂😂,Wed Nov 01 01:19:47 +0000 2017,False
12064,@118381 We sincerely apologize for your disappointment. We always strive to create a positive customer experience.  *AJC,12065,118381,"@Delta your airline and ticketing process is a nightmare. Why would you assign me two seats separate from one another, when I ordered both tickets at the same time, on the same account, in the same order? How does that make sense? You're a greedy unethical company.",Wed Nov 01 01:13:35 +0000 2017,True
12067,"@118382 Cheers to you John, for being a loyal Delta customer! 🍻😉 *TJN",12068,118382,.@Delta  Cheers and thanks for the upgrade to Dublin!! Unexpected and appreciated!! #2millionsoon https://t.co/KoDdFKMmXp,Wed Nov 01 01:12:11 +0000 2017,False
12643,"@118532 Thank you, we're here when you Need us, Just Tweet us. 😊 *TBT",12645,118532,Massive shout out to @Delta for all of their help today with my flight situation. Y’all are amazing!!,Wed Nov 01 01:27:21 +0000 2017,False
13242,"@118732 To assist us, please complete our Lost Item Report here: https://t.co/PFXvMptCcO *HJH",13243,118732,@Delta landed in PHL on flight 2097 this afternoon and just realized I left my Kindle in seat 3A.  How do I find/claim it?,Wed Nov 01 01:49:59 +0000 2017,False
13271,"@118735 Hi Bruno, you can put this number online at https://t.co/lVlOjYwO0A and access your account. *AMS",13272,118735,@Delta hi. I've just received a skymiles card from Amex. How can I check my skymiles account using the number on the card?,Tue Oct 31 13:54:25 +0000 2017,False
13609,"@118843 Sorry to hear that happened, Asher. Let us know if we can assist via Twitter.  *ALA",13610,118843,@Delta got hung up on after 49 min wait for a supervisor. What gives?,Wed Nov 01 02:00:30 +0000 2017,True
13613,@118844 So great to hear that you were reunited with your headphones! *ALA,13614,118844,@Delta big thanks to your employee finding my left on plane @118845 headphones &amp; holding until my return #greatcustomerservice,Wed Nov 01 02:00:46 +0000 2017,False
13615,"@118846 Oh no, I'm sorry Dan for any inconvenience. Our goal is to have safe and on time service. *TBT",13617,118846,@Delta an hour delay from Detroit to Phoenix because of a computer issue that was no closer to being resolved while we boarded is not cool,Wed Nov 01 02:00:04 +0000 2017,True
13619,@118847 Wow! Thank you for sharing with us.  *HRO,13620,118847,#Guatemala as seen from my @Delta flight. #travel ✈️🌎 https://t.co/qUcdfM5fzs,Wed Nov 01 01:59:46 +0000 2017,False
13999,"@118949 ...the doors are closed, they can't be opened. *ABN 2/2",14000,118949,Missed our @Delta connection in ATL to SEA due to delay. Ran to the gate &amp; watched the attendant shut it on us. They wouldn't let us on. 😭,Wed Nov 01 02:12:56 +0000 2017,False
14002,"@118950 Hello, Benjamin. What type of upgrade certificates are you referring to? *HDG",14004,118950,"@Delta is it possible that my upgrade coupons have disappeared from my online profile? It says I have none, but  I should have a ton",Wed Nov 01 02:04:33 +0000 2017,False
14391,@119073 ...https://t.co/rWTylnXK8P.  *HDG 2/2,14392,119073,"@116450 would rather leave 9 (NINE!) 1st class seats empty than upgrade me. I've spent $15K+ with them this year! 125K miles... @Delta, sup?",Wed Nov 01 02:40:40 +0000 2017,False
14394,"@119074 It sounds like we need to look into this, John. DM us your confirmation here.  *ALA https://t.co/6iDGBJAc2m",14395,119074,"Hey @Delta, how is it possible that you accidentally cancel a return trip? I would have been stuck in the airport if I didn't notice.",Wed Nov 01 02:39:46 +0000 2017,False
14396,@119075 Thank you for asking. Check this link https://t.co/4RLWk2SmAX *TDL,14397,119075,"@delta. Does Delta offer trip insurance and if so, what does it cover?  Thanks!",Wed Nov 01 02:36:31 +0000 2017,False
14398,"@119076 Hi, Tina. Let us check on availability. What flight do you prefer? *ALA",14400,119076,Honestly trying to figure out the benefits of having #Gold status with @Delta. Can't even get on a later flight... #SMH,Wed Nov 01 02:27:53 +0000 2017,False
14403,"@119077 You're very welcome, Hal! *ABN",14404,119077,"thanks so much Dolton @Delta, means so much!!!!! #extremelifesaver",Wed Nov 01 02:29:01 +0000 2017,False
14928,@119236 Same to you!  *HDG,14930,119236,happy halloween @Delta,Wed Nov 01 02:45:01 +0000 2017,False
14932,"@119237 Hello Grace, please follow via DM for assistance. *TDL https://t.co/6iDGBJAc2m",14933,119237,@Delta can I bring my GoPro Karma drone as a carry on if it's in its case?,Wed Nov 01 02:48:27 +0000 2017,False
14934,"@119238 Oh no, please file a lost baggage claim with EK, they will start the search for you. *TBT",14936,119238,"I’m missing my bag. Tag 8006080773 on DL0140 MSP to CDG and DL8461/AF0192 to BLR, but was rebooked on EK072. What to do? @delta",Wed Nov 01 02:44:26 +0000 2017,True
15372,@119380 Happy Halloween!  *HVI,15373,119380,When you have to give @Delta Biscoff out to trick-or-treaters because you run low on candy.... #HappyHalloween,Wed Nov 01 03:13:40 +0000 2017,False
15374,"@119381 We appreciate your feedback, JD! *ALA",15376,119381,@DELTA huge thanks to Marcus and the other gate agents at LAX terminal 2 for incredible customer service tonight. well done.,Wed Nov 01 03:10:36 +0000 2017,False
15731,"@119464 Oh my, Varanthan. Please reach out to our Baggage team at 800-325-8224 for assistance.  *HDG",15732,119464,@Delta I walked out of custom area without picking up my checked in bag in Montreal. Not sure how to call Delta and file a claim.,Wed Nov 01 03:14:19 +0000 2017,True
15736,"@119465 So  happy that we could help make your trip comfortable, Stephanie!  *HDG",15735,119465,I seriously love flying @delta! Couldn’t get a pre-assigned seat so I called an explained my flight anxiety and they upgraded me for free!,Wed Nov 01 03:23:58 +0000 2017,False
15738,@119466 Thank you for being such a loyal customer!  *HDG,15739,119466,@Delta Always providing great customer experience no matter the circumstance! Thank you as always! #Delta #airlines,Wed Nov 01 03:23:17 +0000 2017,False
15743,"@119467 Oh no, Megan! I'm so sorry we were unable to correct this before departure. Has a refund been requested for you?  *HDG",15744,119467,When YOU PAY for a #comfortselect seat 2 LHR but realize once on the flt u DID NOT get that seat?😡 #deltafail &amp; Nothing can be done @Delta https://t.co/98tLthaFV3,Wed Nov 01 03:16:52 +0000 2017,True
16181,"@119555 That is great to hear, Gary. We are looking forward to having you on board! *ALA",16182,119555,I really enjoyed my trip from Europe to Brazil in D1 &amp; first with @Delta so I have booked another,Wed Nov 01 03:35:49 +0000 2017,True
16183,"@119556 Oh no, Jacob! Are you okay?  *HDG",16185,119556,"#1 most terrifying turbulance experience of my life, hands down. Someone needs to buy these pilots a box of cigars for their flying @Delta",Wed Nov 01 03:27:49 +0000 2017,False
16525,"@119643 Hi, Chris. I understand &amp; my apologies for any confusion. However the voucher, is only good for 1 year &amp; cannot be extended. *HJH",16526,119643,@Delta As a longterm cust and Skymiles mem not happy re: my $1000 voucher being denied due to being 48 hours past expiration. #PleaseHelp,Tue Oct 31 19:56:48 +0000 2017,True
16528,"@119644 Oh no, I'm very sorry to hear about this. Please speak with our airport Baggage Service team for immediate assistance.  *HRS",16529,119644,Thanks for the damaged suitcase!!! @Delta 😠😠 https://t.co/3I5VsGXLcl,Wed Nov 01 03:50:33 +0000 2017,True
16939,@119723 Aw! Too cute! Somebody has definitely earned their wings! 👶✈ *TJN,16940,119723,My future pilot 🛫😍 @Delta #HappyHalloween https://t.co/3092QzVU9m,Wed Nov 01 04:04:57 +0000 2017,False
18223,"@120047 Hey, Virginia. Thanks for the feedback about our boarding process.  *HDG",18224,120047,@Delta it's been spooky at LAX tonight but nothing is as scary as the pseudo SW attempt at boarding. Folks don't get it. Too many ppl. https://t.co/6s49bAdsDZ,Wed Nov 01 05:24:14 +0000 2017,False
18228,"@120048 Our apologies for the bad impression caused, Bradley.  *ALA",18229,120048,"@Delta, just got on DL1908 and it reeks of pee.",Wed Nov 01 05:17:29 +0000 2017,False
18446,@120047 It's always a pleasure to have you with us! 😉 *HDG,18447,120047,And I love flying @Delta my hometown airline! https://t.co/vn22u4Tm4c,Wed Nov 01 05:39:30 +0000 2017,False
18448,"@120102 Aw, you are our favorite too, Areva! Thanks for choosing us for your travel needs. 😄 *HDG",18449,120102,In route to my favorite city-NYC via my fave airlines @Delta So proud of the first responders and residents that make #NewYorkStrong https://t.co/bZr1HEnf8G,Wed Nov 01 05:25:49 +0000 2017,True
18452,@120103 Are you traveling within the US?  *HDG,18453,120103,"@DELTA Can I check a bag that weighs 72 lbs? I'm fine with any fees, just want to check on the process, if any. Thx",Wed Nov 01 05:32:17 +0000 2017,False
18750,"@120184 Hey, sounds good! Hope you're enjoying. *AJY",18751,120184,"Eating SUPER-garlicky sautéed spinach MOMENTS before boarding flight to UK. Sorry fellow @Delta pax, but that’s how I roll.  #Vampires",Tue Oct 31 20:14:29 +0000 2017,False
19239,"@120272 Hi, Chris. Is this the flight from Amsterdam to SFO on the 23rd of September? *ALA",19240,120272,"@Delta I received miles for outbound flight on KLM in sept but not return flight, how can I get those points?",Wed Nov 01 06:17:22 +0000 2017,True
19300,"@120288 Oh no! So sorry for any inconvenience this has caused. It could have been changed to keep you from misconnecting if you have a connecting flight, but I'd be happy to take a look at it if you provide your confirmation in a DM.  *TJE https://t.co/6iDGBJAc2m",19301,120288,I need a nap.... why @Delta did you delay my flight... then change my flight... I got to the airport at 4 and my flights not till 11 now😭😭😭,Wed Nov 22 14:14:03 +0000 2017,False
19780,@120341 Good evening! Give me a moment to look into this for you. *ABN,19782,120341,@Delta Hi! How can I change the language on the Delta Fly App?,Wed Nov 01 06:44:00 +0000 2017,False
20538,@120484 So happy that we were able to help with this! Happy travels.  *HDG,20539,120484,Thank you @Delta for helping me make my flight. I was late and you were great! #bestairlineever,Wed Nov 01 06:59:44 +0000 2017,False
20791,@120554 Thank you for complimenting our crew! It was a pleasure to serve you!  *HDG,20792,120554,@Delta just landed in Seoul from ATL and must say the crew in delta one for this flight was outstanding especially Anita!,Wed Nov 01 07:09:32 +0000 2017,False
22230,@120857 ...the wait and hope that this will be resolved soon.  *ABN 2/2,22231,120857,"Imagine unlawfully just taking thousands of pounds off @Delta , they would be on your head demanding immediate payment on the spot or ...",Wed Nov 01 08:24:34 +0000 2017,False
22233,@120858 Good morning to you too! 😊 *HDG,22234,120858,Good Morning Team @Delta!! You all rock! #WorldsGreatestAirline,Wed Nov 01 08:16:54 +0000 2017,False
24602,@121305 Hi. That is the total for all three segments at the time you sent this screen shot. *ALY,24603,121305,"@Delta Just to make sure, this price is for all three flights? Of just 1 of them? https://t.co/NNABN16oxC",Wed Nov 01 09:13:55 +0000 2017,True
26001,@121674 I'm sorry for the inconveniences.  *AMR,26002,121674,@Delta you know what irritating? When your flight is delayed and likely to miss connector bc flight attendants can't get out of bed. DL3424,Wed Nov 01 09:49:50 +0000 2017,False
27948,@122121 Have a wonderful day! *AMR,27949,122121,I appreciate how efficient terminal 4 is @122122. Thank you @Delta !,Wed Nov 01 10:36:27 +0000 2017,False
27951,@122123 Thank you for the kind words! Have a wonderful day! *HEM,27952,122123,"Thx again @Delta, you’re a nice bunch of folks.",Wed Nov 01 10:33:46 +0000 2017,False
28518,@122241 Good Morning Anthony. Is there something you need assistance with today? *TJW,28519,122241,@delta,Wed Nov 01 10:55:00 +0000 2017,False
28520,"@122242 @824 Good Morning, Mark! 😉 *HCK",28521,122242,".@824 many thanks to Deborah Benjamin, @Delta gate agent at EWR, who came to our aid last night.  #DeltaAngel",Wed Nov 01 10:50:48 +0000 2017,False
28522,@122243 Enjoy your flight! 😊 *HCK,28523,122243,Good morning @Delta ❤️ STL-LGA for the next few days. playing the smiling game as people board. About 90% for making people smile.,Wed Nov 01 10:44:13 +0000 2017,False
28526,@122244 Hi Donald. Please DM your ticket number. I will take a look.  *AMR,28527,122244,I need assistance in getting on standby for later flight. Major delays in Paris and will miss connection in ATL. @Delta,Wed Nov 01 10:46:36 +0000 2017,False
28529,@122245 WOW. Thanks for letting us know.  *AMR,28530,122245,"Overbooked situation on @Delta to ORD. 10 Volunteers getting offered Delta $$.
Stared at 800. We’re now at 1200.
Sounds like an auction.",Wed Nov 01 10:44:24 +0000 2017,False
29023,"@122387 Awesome! Enjoy your travels, *ALY",29024,122387,"A little breaky and coffee before take off #Travel right (at @Delta Sky Club in East Elmhurst, NY) https://t.co/VcBkGKVDHY",Wed Nov 01 11:07:50 +0000 2017,False
29589,@122499 Keep climbing Eric! *ALS,29590,122499,"I'm at @Delta Sky Club in Minneapolis, MN https://t.co/JCujNF3f39",Wed Nov 01 11:24:12 +0000 2017,False
29591,"@122500 Hello, I am so sorry about your flights. Can you please DM your confirmation number so I can assist? Thank you. *TJM",29594,122500,@Delta thanks for your terrible connections. Missing an important business meeting due to poor planning on your part #Delta,Wed Nov 01 11:19:44 +0000 2017,False
